1			13
2			12
3			13
4			14
5			15
6			17
7			17
8			18
9			20
10			22
20			20
30			45
40			101
50			119
60			182
70			256
80			340
90			432
100			565
200			639
300			2549
400			5928
500			10958
600			16698
700			23486
800			32067
900			42089
1000			54353
2000			66335
3000			259865
4000			609280
5000			1.06439e+006
6000			1.6557e+006
7000			2.42556e+006
8000			3.3503e+006
9000			4.42134e+006
10000			5.65448e+006
1000			108343
